ECG_Raw
-2308
-1802
-1445
-679
-1259
-888
-863
-1060
-1039
-654
-367
-18
-128
-337
-86
725
366
-169
39
326
228
49
415
598
-906
-665
-559
-592
-268
56
138
-49
-164
-18
175
394
843
1145
1513
1545
1587
1390
1289
1356
1118
775
638
888
855
719
782
1026
1270
1510
1555
1453
588
342
24
553
553
509
244
64
0
42
-23
-184
-428
-318
-142
-392
-666
-792
-655
-476
-568
-1126
-918
-1114
-1296
-1336
-1309
-1201
-859
-830
-878
-872
-814
-831
-414
-968
-1187
-888
-1053
-1489
-1665
-1343
-1179
-999
-821
-909
-882
-124
218
219
-413
-509
-434
-631
-803
-849
-1164
-1057
-640
-597
-592
-557
-564
-589
-659
-591
-494
-850
-1249
-1216
-979
-937
-1233
-1251
-688
-723
-975
-1140
-932
-752
-840
-885
-901
-1163
-1145
-951
-962
-1201
-1573
-1593
-1298
-921
-1173
-1433
-1325
-1114
-1010
-1220
-1395
-1424
-1282
-1318
-1497
-1710
-1583
-1292
-1024
-1103
-1282
-1300
-1156
-1211
-1374
-1397
-1379
-1305
-1373
-1426
-1533
-1608
-1808
-1920
-1965
-1852
-1857
-1942
-1624
-1549
-1895
-2245
-2347
-2134
-2156
-2491
-2967
-2996
-2658
-2262
-2283
-2499
-2684
-2608
-2592
-2715
-2982
-2978
-2734
-2382
-2276
-2233
-2069
-1501
-915
-628
-914
-981
533
1364
1600
1871
1241
757
323
26
-387
-883
-1567
-2178
-2674
-2896
-3120
-3428
-3919
-4222
-4226
-3895
-3676
-3628
-3741
-3669
-3488
-3261
-3214
-3185
-3247
-3297
-3432
-3391
-3196
-2894
-2866
-3005
-3103
-2832
-2501
-2587
-2740
-3043
-3202
-3547
-3516
-3451
-3452
-3226
-2925
-2742
-2942
-3072
-2847
-2305
-2140
-2520
-3119
-3195
-2865
-2618
-2955
-3456
-3680
-3402
-3132
-3053
-3147
-3042
-2861
-2647
-2511
-2204
-1856
-1855
-2214
-1912
-1730
-1879
-2363
-2675
-2650
-2309
-2103
-2107
-2334
-2411
-2347
-2233
-1239
-999
-992
-1096
-1255
-1223
-1251
-1470
-1938
-2162
-2005
-1590
-1439
-1568
-1795
-1707
-1467
-1231
-1218
-1153
-1127
-1333
-1299
-816
-413
-441
-958
-1278
-1091
-524
-350
-719
-1310
-1438
-1207
-962
-1129
-1390
-1493
-1249
-991
-780
-898
-470
-878
-947
-675
-430
-326
-416
-360
-177
132
283
352
483
511
285
86
103
523
892
917
470
158
285
758
867
-84
188
244
641
859
830
668
802
1087
1301
1137
901
847
1214
1674
1847
1542
1222
1080
1225
1375
1374
1443
1535
1672
1632
1418
1444
1411
1322
1096
1044
1103
1238
1149
958
758
817
950
1106
1109
1116
1046
992
892
948
1011
1065
880
689
605
765
836
776
599
694
930
1097
841
464
66
502
577
291
152
420
528
498
275
186
283
593
765
708
389
220
260
529
621
